Class_Id,University,uuid,Course Name,URL Used,Semester,Sample,Education Level,Lecture,Notes,Code 1,Code 2,Code 3,Code 4
24,,,,,,,,8,"Network Security: SSL/TLS, HTTPS",other->sec,,,
24,,,,,,,,9,"Network Security: SSL/TLS, HTTPS",other->sec,,,
24,,,,,,,,10,"Midterm review+Network Security: SSL/TLS, HTTPS (cntd.)",other->sec,,,
24,,,,,,,,11,Midterm,none,,,
24,,,,,,,,12,Web Security,other->sec,,,
24,,,,,,,,13,Web Security (cntd.),other->sec,,,
24,,,,,,,,14,"Network security: TCP/IP, DNS, BGP",other->sec,,,
24,,,,,,,,15,"Network security: TCP/IP, DNS, BGP",other->sec,,,
24,,,,,,,,16,Class canceled (Suman is traveling),none,,,
24,,,,,,,,17,"Network defense: Firewalls, VPNs, and Intrusion Detection",other->sec,,,
24,,,,,,,,18,Acedemic holiday,none,,,
24,,,,,,,,19,Network defense (cntd.),other->sec,,,
24,,,,,,,,20,Denial of service attacks,other->sec,,,
24,,,,,,,,21,Denial of service attacks (cntd.),other->sec,,,
24,,,,,,,,22,Memory corruption & defenses,other->sec,,,
24,,,,,,,,23,Academic holiday,none,,,
24,,,,,,,,24,Memory corruption & defenses,other->sec,,,
24,,,,,,,,25,Sandboxing & Isolation,other->sec,,,
24,,,,,,,,26,Principle of least privilege/Access control,other->sec,,,
24,,,,,,,,27,Class canceled (Suman is traveling),none,,,
24,,,,,,,,28,Final,none,,,
25,Columbia,,Machine Learning,https://www.cs.columbia.edu/~djhsu/coms4771-f23/,,,grad,1,Overview of machine learning,other->ml,,,
25,,,,,,,,2,Nearest neighbors,other->ml,,,
25,,,,,,,,3,Nearest neighbors,other->ml,,,
25,,,,,,,,4,Classification using generative models,other->ml,,,
25,,,,,,,,5,Statistical models for prediction,other->ml,,,
25,,,,,,,,6,Statistical models for prediction,other->ml,,,
25,,,,,,,,7,Decision tree learning,other->ml,,,
25,,,,,,,,8,Linear regression,other->ml,,,
25,,,,,,,,9,Linear regression,other->ml,,,
25,,,,,,,,10,Linear classification,other->ml,,,
25,,,,,,,,11,Linear classification,other->ml,,,
25,,,,,,,,12,Feature maps and kernels,other->ml,,,
25,,,,,,,,13,Feature maps and kernels,other->ml,,,
25,,,,,,,,14,Inductive bias and regularization ,other->ml,,,
25,,,,,,,,15,Inductive bias and regularization ,other->ml,,,
25,,,,,,,,16,Dimension reduction,other->ml,,,
25,,,,,,,,17,Dimension reduction,other->ml,,,
25,,,,,,,,18,Dimension reduction,other->ml,,,
25,,,,,,,,19,Optimization by gradient methods,other->ml,,,
25,,,,,,,,20,Optimization by gradient methods,other->ml,,,
25,,,,,,,,21,Optimization by gradient methods,other->ml,,,
25,,,,,,,,22,Calibration and bias,other->ml,,,
25,,,,,,,,23,Generalization theory,other->ml,,,
25,,,,,,,,24,Generalization theory,other->ml,,,
25,,,,,,,,25,Neural networks,other->ml,,,
26,Columbia,,artificial intelligence,https://www.cs.columbia.edu/~kathy/cs4701/syllabus.html,,COMS W4701 (artificial intelligence) - Syllabus.pdf,undergrad,1,what is artificial intelligence,other->ml,,,
26,,,,,,,,2,uninformed search,other->ml,,,
26,,,,,,,,3,"depth first, breadth first, iterative deepening",other->ml,,,
26,,,,,,,,4,heuristic search,other->ml,,,
26,,,,,,,,5,"greedy, best first, A*",other->ml,,,
26,,,,,,,,6,heuristic search,other->ml,,,
26,,,,,,,,7,heuristic search and examples,other->ml,,,
26,,,,,,,,8,search and applications,other->ml,,,
26,,,,,,,,9,machine translation,other->ml,,,
26,,,,,,,,10,constraint satisfaction,other->ml,,,
26,,,,,,,,11,solving crossword puzzles,other->ml,,,
26,,,,,,,,12,multi-party games and adversarial search,other->ml,,,
26,,,,,,,,13,multi-party games and adversarial search,other->ml,,,
26,,,,,,,,14,applications,other->ml,,,
26,,,,,,,,15,"chess, card games",other->ml,,,
26,,,,,,,,16,what makes a machine intelligent,other->ml,,,
26,,,,,,,,17,uncertainty and probabilistic reasoning,other->ml,,,
26,,,,,,,,18,bayesian networks,other->ml,,,
26,,,,,,,,19,machine learning - introduction,other->ml,,,
26,,,,,,,,20,decision trees,other->ml,,,
26,,,,,,,,21,statistical learning and midterm review,other->ml,,,
26,,,,,,,,22,class cancelled,none,,,
26,,,,,,,,23,midterm,none,,,
26,,,,,,,,24,"support vector machines,guest lecturer",other->ml,,,
26,,,,,,,,25,applications and WEKA tutorial,other->ml,,,
26,,,,,,,,26,financial applications and tournament celebration,other->ml,,,
26,,,,,,,,27,"frames, semantic nets and world knowledge",other->ml,,,
26,,,,,,,,28,using knowledge for learning applications to natural language,other->ml,,,
26,,,,,,,,29,other approaches to nlp,other->ml,,,
26,,,,,,,,30,logic and inference,other->ml,,,
26,,,,,,,,31,logic and inference,other->ml,,,
26,,,,,,,,32,robotics and vision,other->ml,,,
26,,,,,,,,33,review,other->ml,,,
27,Columbia,,natural language processing,https://www.cs.columbia.edu/~kathy/NLP/2021/,21-SP,COMS W4705 (NLP)  - Spring 2021.pdf,undergrad,1,Introduction and Course Overview,other->ml,,,
27,,,,,,,,2,Language modeling,other->ml,,,
27,,,,,,,,3,"Supervised machine learning, text classification",other->ml,,,
27,,,,,,,,4,"Supervised machine learning, Scikit Learn Tutorial",other->ml,,,
27,,,,,,,,5,Sentiment and transition to NN,other->ml,,,
27,,,,,,,,6,Neural Nets,other->ml,,,
27,,,,,,,,7,Distributional Hypothesis and Word Embeddings,other->ml,,,
27,,,,,,,,8,RNNs / POS tagging	,other->ml,,,
27,,,,,,,,9,Syntax,other->ml,,,
27,,,,,,,,10,Dependency Parsing,other->ml,,,
27,,,,,,,,11,Introduction to Semantics,other->ml,,,
27,,,,,,,,12,Semantics and Midterm Review,other->ml,,,
27,,,,,,,,13,Midterm,none,,,
27,,,,,,,,14,Spring break,none,,,
27,,,,,,,,15,Spring break,none,,,
27,,,,,,,,16,Semantics / Intro to Machine Translation,other->ml,,,
27,,,,,,,,17,Neural MT,other->ml,,,
27,,,,,,,,18,Advanced Word embeddings and semantics,other->ml,,,
27,,,,,,,,19,Word Sense Disambiguation	,other->ml,,,
27,,,,,,,,20,Summarization,other->ml,,,
27,,,,,,,,21,Summarization,other->ml,,,
27,,,,,,,,22,Language Generation,other->ml,,,
27,,,,,,,,23,Information Extraction,other->ml,,,
27,,,,,,,,24,Dialog,other->ml,,,
27,,,,,,,,25,Bias,other->ml,,,
27,,,,,,,,26,Bias and Looking to the Future,other->ml,,,
27,,,,,,,,27,Research and Review,other->ml,,,
27,,,,,,,,28,Final Exam,none,,,
28,NUS,NUScomputer security,computer security,https://deunitato.github.io/NUSCSMODS/CS3235/,,Computer Security-nus.pdf,undergrad,1,introduction,other->sec,,,
28,,,,,,,,2,network attacks,other->sec,,,
28,,,,,,,,3,intro to secure channel,other->sec,,,
28,,,,,,,,4,public key,other->sec,,,
28,,,,,,,,5,symmetric crypto and key exchange,other->sec,,,
28,,,,,,,,6,secure channels and practical pitfalls,other->sec,,,
28,,,,,,,,7,web security and user authentication,other->sec,,,
28,,,,,,,,8,SOP and web attacks,other->sec,,,
28,,,,,,,,9,memory safety vulnerabilities,other->sec,,,
28,,,,,,,,10,mem exploits,other->sec,,,
29,NUS,,cryptography theory and practice,https://cs4236.github.io/,19-SP,NUS CS4236 Cryptography Theory and Practice.pdf,undergrad,1,overview,other->sec,,,
29,,,,,,,,2,private-key symmetric cryptography,other->sec,,,
29,,,,,,,,3,private-key symmetric cryptography,other->sec,,,
29,,,,,,,,4,private-key symmetric cryptography,other->sec,,,
29,,,,,,,,5,private-key symmetric cryptography,other->sec,,,
29,,,,,,,,6,number theory,other->sec,,,
29,,,,,,,,7,number theory,other->sec,,,
29,,,,,,,,8,public key asymmetric cryptography,other->sec,,,
29,,,,,,,,9,public key asymmetric cryptography,other->sec,,,
29,,,,,,,,10,public key asymmetric cryptography,other->sec,,,
29,,,,,,,,11,advanced topics,other->sec,,,
29,,,,,,,,12,cryptographic protocols,other->sec,,,
30,NUS,,foundations of modern cryptography,https://www.comp.nus.edu.sg/~prashant/teaching/CS5430/,22-SM,CS4230_CS5430_ Foundations of Modern Cryptography.pdf,undergrad,1,"Introduction, Security Definitions, Computational Hardness",other->sec,,,
30,,,,,,,,2,"Pseudo-Random Generators, Security Reductions",other->sec,,,
30,,,,,,,,3,"Pseudo-Random Functions, Secret-Key Encryption, Security Games",other->sec,,,
30,,,,,,,,4,One-Way Functions,other->sec,,,
30,,,,,,,,5,Public-Key Cryptography,other->sec,,,
30,,,,,,,,6,"Security from Algebra: Diffie-Hellman, Discrete Log",other->sec,,,
30,,,,,,,,7,"Security from Number Theory: RSA, Quadratic Residuosity",other->sec,,,
30,,,,,,,,8,"Digital Signatures, CCA-secure Encryption",other->sec,,,
30,,,,,,,,9,"Hashing, Random Oracle Model",other->sec,,,
30,,,,,,,,10,"Secure Multi-Party Computation, Garbled Circuits",other->sec,,,
30,,,,,,,,11,Zero-Knowledge,other->sec,,,
30,,,,,,,,12,Lattice-Based Cryptography ,other->sec,,,
30,,,,,,,,13,Homomorphic Encryption,other->sec,,,
30,,,,,,,,14,"Program Obfuscation, Review",other->sec,,,
31,NUS,,introduction to artificial intelligence,https://www.comp.nus.edu.sg/~kanmy/courses/3243_2010/grading.html,,CS 3243 - Introduction to Artificial Intelligence _ Syllabus.pdf,undergrad,1,introduction to ai and agents,other->ml,,,
31,,,,,,,,2,blind search,other->ml,,,
31,,,,,,,,3,informed search,other->ml,,,
31,,,,,,,,4,game playing ,other->ml,,,
31,,,,,,,,5,constraint satisfaction,other->ml,,,
31,,,,,,,,6,midterm,none,,,
31,,,,,,,,7,logical agents and propositional logic,other->ml,,,
31,,,,,,,,8,first order logic and prolog,other->ml,,,
31,,,,,,,,9,logical inference,other->ml,,,
31,,,,,,,,10,uncertainty,other->ml,,,
31,,,,,,,,11,learning,other->ml,,,
31,,,,,,,,12,natural language processing,other->ml,,,
31,,,,,,,,13,exam revision,none,,,
32,NUS,,machine learning,https://www.comp.nus.edu.sg/~kanmy/courses/3244_1910/,20-SP,CS3244 - Machine Learning.pdf,undergrad,1,Administrivia and Paradigms of Learning,other->ml,,,
32,,,,,,,,2,Concept Learning,other->ml,,,
32,,,,,,,,3,Naïve Bayes and k-Nearest Neighbors,other->ml,,,
32,,,,,,,,4,Linear Classifiers and Logistic Regression,other->ml,,,
32,,,,,,,,5,Bias and Variance and Overfitting,other->ml,,,
32,,,,,,,,6,Regularization and Validation,other->ml,,,
32,,,,,,,,7,recess,none,,,
32,,,,,,,,8,Midterm and Guest Lectures,none,,,
32,,,,,,,,9,Neural Networks,other->ml,,,
32,,,,,,,,10,Deep Learning,other->ml,,,
32,,,,,,,,11,Decision Trees and Ensembles,other->ml,,,
32,,,,,,,,12,Unsupervised ML: Kmeans and Expectation,other->ml,,,
32,,,,,,,,13,Reinforcement ML,other->ml,,,
32,,,,,,,,14,Machine Learning Ethics,other->ml,,,
33,NUS,,natural language processing,https://knmnyn.github.io/cs4248-2020/schedule/,20-SM,,undergrad,1,administrivia and introduction,other->ml,,,
33,,,,,,,,2,words,other->ml,,,
33,,,,,,,,3,language models,other->ml,,,
33,,,,,,,,4,text classification,other->ml,,,
33,,,,,,,,5,connectionist machine learning,other->ml,,,
33,,,,,,,,6,embeddings and midterm,other->ml,,,
33,,,,,,,,7,recess,none,,,
33,,,,,,,,8,sequences,other->ml,,,
33,,,,,,,,9,encoder-decoder,other->ml,,,
33,,,,,,,,10,trees,other->ml,,,
33,,,,,,,,11,semantics,other->ml,,,
33,,,,,,,,12,classification applications,other->ml,,,
33,,,,,,,,13,sequence applications,other->ml,,,
33,,,,,,,,14,ethics and advanced topics,other->ethics,,,
33,,,,,,,,15,reading week,none,,,
34,UIUC,,artificial intelligence,"Quizzes, Machine Problems, and Lectures — CS440/ECE448 Artificial Intelligence",,"Quizzes, Machine Problems, and Lectures — CS440_ECE448 Artificial Intelligence.pdf",undergrad,1,welcome & intro,other->ml,,,
34,,,,,,,,2,random variables,other->ml,,,
34,,,,,,,,3,decision theory,other->ml,,,
34,,,,,,,,4,naive bayes,other->ml,,,
34,,,,,,,,5,fairness,fairness,,,
34,,,,,,,,6,learning,other->ml,,,
34,,,,,,,,7,linear regression,other->ml,,,
34,,,,,,,,8,logistic regression,other->ml,,,
34,,,,,,,,9,word2vec,other->ml,,,
34,,,,,,,,10,nonlinear regression,other->ml,,,
34,,,,,,,,11,no lecture,none,,,
34,,,,,,,,12,softmax,other->ml,,,
34,,,,,,,,13,hmm,other->ml,,,
34,,,,,,,,14,transformer,other->ml,,,
34,,,,,,,,15,bayes network,other->ml,,,
34,,,,,,,,16,explainable AI,explainability,,,
34,,,,,,,,17,exam 1 review,none,,,
34,,,,,,,,18,no lecture ,none,,,
34,,,,,,,,19,configuration space,other->ml,,,
34,,,,,,,,20,search,other->ml,,,
34,,,,,,,,21,A*,other->ml,,,
34,,,,,,,,22,theorem proving,other->ml,,,
34,,,,,,,,23,no lecture,none,,,
34,,,,,,,,24,spring break,none,,,
34,,,,,,,,25,spring break,none,,,
34,,,,,,,,26,spring break,none,,,
34,,,,,,,,27,mdp,other->ml,,,
34,,,,,,,,28,reinforcement learning,other->ml,,,
34,,,,,,,,29,q-learning,other->ml,,,
34,,,,,,,,30,policy learning,other->ml,,,
34,,,,,,,,31,reward hacking,other->ml,,,
34,,,,,,,,32,no lecture,none,,,
34,,,,,,,,33,no lecture,none,,,
34,,,,,,,,34,no lecture,none,,,
34,,,,,,,,35,no lecture,none,,,
34,,,,,,,,36,computer vision,other->ml,,,
34,,,,,,,,37,convolution,other->ml,,,
34,,,,,,,,38,exam 2 review,none,,,
34,,,,,,,,39,no lecture,none,,,
34,,,,,,,,40,minimax,other->ml,,,
34,,,,,,,,41,monte carlo,other->ml,,,
34,,,,,,,,42,game theory,other->ml,,,
34,,,,,,,,43,adversarial learning,other->ml,,,
34,,,,,,,,44,future of work,other->ml,,,
34,,,,,,,,45,consciousness,other->ml,,,
34,,,,,,,,46,exam 3 review,none,,,
34,,,,,,,,47,exam 3,none,,,
35,UIUC,,machine learning,https://courses.grainger.illinois.edu/cs446/sp2024/,24-SP,CS 446_ECE 449 Fall 2024 _ Machine Learning.pdf,undergrad,1,introduction KNN,other->ml,,,
35,,,,,,,,2,naive bayes,other->ml,,,
35,,,,,,,,3,linear regression,other->ml,,,
35,,,,,,,,4,logistic regression,other->ml,,,
35,,,,,,,,5,support vector machine,other->ml,,,
35,,,,,,,,6,kernel methods,other->ml,,,
35,,,,,,,,7,"decision trees, random forest",other->ml,,,
35,,,,,,,,8,boosting,other->ml,,,
35,,,,,,,,9,PAC learning theory,other->ml,,,
35,,,,,,,,10,PAC learning theory,other->ml,,,
35,,,,,,,,11,perceptron algorithm,other->ml,,,
35,,,,,,,,12,"deep learning: mlps, backpropagation",other->ml,,,
35,,,,,,,,13,deep learning: convolutional neural networks,other->ml,,,
35,,,,,,,,14,"deep learning: sequential models, RNN, LSTM",other->ml,,,
35,,,,,,,,15,"deep learning: attention, transformers",other->ml,,,
35,,,,,,,,16,midterm exam,none,,,
35,,,,,,,,17,spring break,none,,,
35,,,,,,,,18,spring break,none,,,
35,,,,,,,,19,principal components analysis,other->ml,,,
35,,,,,,,,20,k-means,other->ml,,,
35,,,,,,,,21,gaussian mixture models,other->ml,,,
35,,,,,,,,22,information theory,other->ml,,,
35,,,,,,,,23,auto-encoders,other->ml,,,
35,,,,,,,,24,generative adversarial networks,other->ml,,,
35,,,,,,,,25,diffusion models/score matching,other->ml,,,
35,,,,,,,,26,self-supervised learning / contrasive learning,other->ml,,,
35,,,,,,,,27,language modeling / foundation models,other->ml,,,
35,,,,,,,,28,markov decision process,other->ml,,,
35,,,,,,,,29,value and policy iteration,other->ml,,,
35,,,,,,,,30,q-learning and policy gradient,other->ml,,,
35,,,,,,,,31,course review,other->ml,,,
36,UIUC,,Computer Security,https://courses.grainger.illinois.edu/cs461/fa2024/,24-FL,"ECE 422, CS 461 (course security) Course Schedule.pdf",undergrad,1,introduction,other->sec,,,
36,,,,,,,,2,access control,other->sec,,,
36,,,,,,,,3,access control,other->sec,,,
36,,,,,,,,4,buffer overflow,other->sec,,,
36,,,,,,,,5,control flow hijacking,other->sec,,,
36,,,,,,,,6,control flow hijacking,other->sec,,,
36,,,,,,,,7,malware,other->sec,,,
36,,,,,,,,8,malware & defenses,other->sec,,,
36,,,,,,,,9,web security,other->sec,,,
36,,,,,,,,10,database security,other->sec,,,
36,,,,,,,,11,hashing and MACs,other->sec,,,
36,,,,,,,,12,symmetric encryption,other->sec,,,
36,,,,,,,,13,principles of security,other->sec,,,
36,,,,,,,,14,isolation and mandatory access control,other->sec,,,
36,,,,,,,,15,isolation and MAC,other->sec,,,
36,,,,,,,,16,midterm 1,none,,,
36,,,,,,,,17,authentication,other->sec,,,
36,,,,,,,,18,asymmetric cryptography,other->sec,,,
36,,,,,,,,19,public key infrastructure,other->sec,,,
36,,,,,,,,20,network attacks,other->sec,,,
36,,,,,,,,21,network attacks,other->sec,,,
36,,,,,,,,22,network attacks,other->sec,,,
36,,,,,,,,23,"TLS certificate, DNS",other->sec,,,
36,,,,,,,,24,DNS,other->sec,,,
36,,,,,,,,25,BGP security,other->sec,,,
36,,,,,,,,26,privacy and anonymity,other->sec,,,
36,,,,,,,,27,fall break,none,,,
36,,,,,,,,28,fall break,none,,,
36,,,,,,,,29,hardware security,other->sec,,,
36,,,,,,,,30,modern authentication,other->sec,,,
36,,,,,,,,31,course review,other->sec,,,
37,UIUC,,computer security 2,https://gangw.cs.illinois.edu/class/cs463/CS-463-Syllabus-General.pdf,,CS-463-Syllabus-General.pdf,undergrad,1,"course plan & introduction, security models",other->sec,,,
37,,,,,,,,2,"online social networks, de-identification",other->sec,,,
37,,,,,,,,3,machine learning 1 & 2,other->ml,,,
37,,,,,,,,4,"basic crypto, crypto constructts",other->sec,,,
37,,,,,,,,5,trusted computing 1 & 2,other->sec,,,
37,,,,,,,,6,"bitcoin, information flow",other->sec,,,
37,,,,,,,,7,"midterm, health IT",other->sec,,,
37,,,,,,,,8,smartphone 1 & 2,other->sec,,,
37,,,,,,,,9,spring break,none,,,
37,,,,,,,,10,crypto models 1 & 2,other->sec,,,
37,,,,,,,,11,"web privacy, deepfake",safety->deepfake,,,
37,,,,,,,,12,"automobiles, automobiles AML",security,,,
37,,,,,,,,13,"password security, side-channel attacks",other->sec,,,
37,,,,,,,,14,"code stylometry, cyber warfare",other->sec,,,
37,,,,,,,,15,"invited lecture, conclusion",other->sec,,,
37,,,,,,,,16,"break, reading week",other->sec,,,
37,,,,,,,,17,final,none,,,